-----------------------------------------------------------
Server listening on 9002 (test #1)
-----------------------------------------------------------
Accepted connection from 10.113.0.2, port 45877
[  6] local 10.113.0.1 port 9002 connected to 10.113.0.2 port 41236
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  6]  20.00-21.01  sec   120 KBytes   979 Kbits/sec  1.270 ms  1386/1471 (94%)  
[  6]  21.01-22.00  sec   119 KBytes   979 Kbits/sec  0.254 ms  1371/1455 (94%)  
[  6]  22.00-23.00  sec   120 KBytes   985 Kbits/sec  0.346 ms  1390/1475 (94%)  
[  6]  23.00-24.00  sec   120 KBytes   985 Kbits/sec  0.183 ms  1388/1473 (94%)  
[  6]  24.00-25.00  sec   119 KBytes   973 Kbits/sec  0.213 ms  1372/1456 (94%)  
[  6]  25.00-26.00  sec   120 KBytes   981 Kbits/sec  0.710 ms  1388/1473 (94%)  
[  6]  26.00-27.00  sec   120 KBytes   988 Kbits/sec  0.264 ms  1387/1472 (94%)  
[  6]  27.00-28.00  sec   119 KBytes   973 Kbits/sec  0.356 ms  1371/1455 (94%)  
[  6]  28.00-29.00  sec   120 KBytes   984 Kbits/sec  0.258 ms  1390/1475 (94%)  
[  6]  29.00-30.00  sec   120 KBytes   985 Kbits/sec  0.270 ms  1387/1472 (94%)  
[  6]  30.00-31.00  sec   120 KBytes   984 Kbits/sec  1.930 ms  1388/1473 (94%)  
[  6]  31.00-32.00  sec   119 KBytes   974 Kbits/sec  0.226 ms  1372/1456 (94%)  
[  6]  32.00-33.00  sec   120 KBytes   985 Kbits/sec  0.352 ms  1388/1473 (94%)  
[  6]  33.00-34.00  sec   120 KBytes   985 Kbits/sec  0.342 ms  1389/1474 (94%)  
[  6]  34.00-35.00  sec   119 KBytes   973 Kbits/sec  0.473 ms  1370/1454 (94%)  
[  6]  35.00-36.00  sec   120 KBytes   985 Kbits/sec  0.989 ms  1388/1473 (94%)  
[  6]  36.00-37.00  sec   120 KBytes   984 Kbits/sec  0.604 ms  1389/1474 (94%)  
[  6]  37.00-38.00  sec   119 KBytes   973 Kbits/sec  0.748 ms  1370/1454 (94%)  
[  6]  38.00-39.00  sec   120 KBytes   985 Kbits/sec  0.236 ms  1388/1473 (94%)  
[  6]  39.00-40.00  sec   120 KBytes   985 Kbits/sec  0.215 ms  1386/1471 (94%)  
[  6]  40.00-41.00  sec   120 KBytes   982 Kbits/sec  0.814 ms  1387/1472 (94%)  
[  6]  41.00-42.00  sec   119 KBytes   975 Kbits/sec  0.306 ms  1375/1459 (94%)  
[  6]  42.00-43.01  sec   120 KBytes   980 Kbits/sec  1.290 ms  1374/1459 (94%)  
[  6]  43.01-44.00  sec   119 KBytes   978 Kbits/sec  0.343 ms  1382/1466 (94%)  
[  6]  44.00-45.00  sec   120 KBytes   985 Kbits/sec  0.175 ms  1392/1477 (94%)  
[  6]  45.00-46.00  sec   120 KBytes   984 Kbits/sec  0.887 ms  1389/1474 (94%)  
[  6]  46.00-47.00  sec   120 KBytes   986 Kbits/sec  0.668 ms  1386/1471 (94%)  
[  6]  47.00-48.00  sec   119 KBytes   973 Kbits/sec  0.331 ms  1367/1451 (94%)  
[  6]  48.00-49.00  sec   120 KBytes   985 Kbits/sec  0.323 ms  1394/1479 (94%)  
[  6]  49.00-50.00  sec   120 KBytes   984 Kbits/sec  0.239 ms  1388/1473 (94%)  
[  6]  50.00-51.00  sec   119 KBytes   973 Kbits/sec  0.579 ms  1372/1456 (94%)  
[  6]  51.00-52.00  sec   120 KBytes   985 Kbits/sec  0.196 ms  1388/1473 (94%)  
[  6]  52.00-53.00  sec   120 KBytes   985 Kbits/sec  0.547 ms  1386/1471 (94%)  
[  6]  53.00-54.00  sec   119 KBytes   973 Kbits/sec  0.451 ms  1372/1456 (94%)  
[  6]  54.00-55.00  sec   120 KBytes   985 Kbits/sec  0.291 ms  1387/1472 (94%)  
[  6]  55.00-56.00  sec   120 KBytes   985 Kbits/sec  0.263 ms  1388/1473 (94%)  
[  6]  56.00-57.00  sec   119 KBytes   973 Kbits/sec  0.146 ms  1375/1459 (94%)  
[  6]  57.00-58.00  sec   120 KBytes   985 Kbits/sec  0.611 ms  1387/1472 (94%)  
[  6]  58.00-59.00  sec   120 KBytes   984 Kbits/sec  0.159 ms  1387/1472 (94%)  
[  6]  59.00-60.00  sec   119 KBytes   973 Kbits/sec  0.247 ms  1373/1457 (94%)  
[  6]  60.00-61.00  sec   120 KBytes   984 Kbits/sec  0.654 ms  1388/1473 (94%)  
[  6]  61.00-62.00  sec   120 KBytes   986 Kbits/sec  0.194 ms  1386/1471 (94%)  
[  6]  62.00-63.00  sec   120 KBytes   985 Kbits/sec  1.289 ms  1390/1475 (94%)  
[  6]  63.00-64.00  sec   119 KBytes   973 Kbits/sec  0.189 ms  1371/1455 (94%)  
[  6]  64.00-65.00  sec   120 KBytes   984 Kbits/sec  0.203 ms  1388/1473 (94%)  
[  6]  65.00-66.00  sec   120 KBytes   984 Kbits/sec  0.258 ms  1388/1473 (94%)  
[  6]  66.00-67.00  sec   119 KBytes   974 Kbits/sec  0.232 ms  1372/1456 (94%)  
[  6]  67.00-68.00  sec   120 KBytes   985 Kbits/sec  0.357 ms  1387/1472 (94%)  
[  6]  68.00-69.00  sec   120 KBytes   985 Kbits/sec  0.322 ms  1388/1473 (94%)  
[  6]  69.00-70.00  sec   119 KBytes   973 Kbits/sec  0.227 ms  1372/1456 (94%)  
[  6]  70.00-71.00  sec   120 KBytes   985 Kbits/sec  0.589 ms  1389/1474 (94%)  
[  6]  71.00-72.00  sec   120 KBytes   985 Kbits/sec  0.358 ms  1387/1472 (94%)  
[  6]  72.00-73.00  sec   119 KBytes   973 Kbits/sec  0.842 ms  1373/1457 (94%)  
[  6]  73.00-74.00  sec   120 KBytes   985 Kbits/sec  0.201 ms  1385/1470 (94%)  
[  6]  74.00-75.00  sec   120 KBytes   985 Kbits/sec  0.322 ms  1390/1475 (94%)  
[  6]  75.00-76.00  sec   119 KBytes   973 Kbits/sec  1.217 ms  1372/1456 (94%)  
[  6]  76.00-77.00  sec   120 KBytes   984 Kbits/sec  0.311 ms  1386/1471 (94%)  
[  6]  77.00-78.00  sec   120 KBytes   985 Kbits/sec  0.527 ms  1389/1474 (94%)  
[  6]  78.00-79.00  sec   120 KBytes   985 Kbits/sec  0.289 ms  1387/1472 (94%)  
[  6]  79.00-80.00  sec   119 KBytes   973 Kbits/sec  0.249 ms  1373/1457 (94%)  
[  6]  80.00-81.00  sec  55.1 KBytes   452 Kbits/sec  1.020 ms  853/892 (96%)  
[  6]  81.00-82.00  sec  56.6 KBytes   463 Kbits/sec  0.500 ms  1223/1263 (97%)  
[  6]  82.00-83.00  sec  86.3 KBytes   708 Kbits/sec  4.444 ms  1858/1919 (97%)  
[  6]  83.00-84.00  sec  77.8 KBytes   637 Kbits/sec  0.510 ms  1323/1378 (96%)  
[  6]  84.00-85.00  sec  33.9 KBytes   278 Kbits/sec  0.261 ms  814/838 (97%)  
[  6]  85.00-86.00  sec  0.00 Bytes  0.00 bits/sec  0.261 ms  0/0 (0%)  
[  6]  86.00-87.00  sec  0.00 Bytes  0.00 bits/sec  0.261 ms  0/0 (0%)  
[  6]  87.00-88.00  sec  0.00 Bytes  0.00 bits/sec  0.261 ms  0/0 (0%)  
[  6]  88.00-89.00  sec   116 KBytes   951 Kbits/sec  0.272 ms  1431/1513 (95%)  
[  6]  89.00-90.00  sec   120 KBytes   985 Kbits/sec  0.145 ms  2612/2697 (97%)  
[  6]  90.00-91.00  sec   120 KBytes   985 Kbits/sec  0.456 ms  2562/2647 (97%)  
[  6]  91.00-92.00  sec   119 KBytes   973 Kbits/sec  0.341 ms  2855/2939 (97%)  
[  6]  92.00-93.00  sec   120 KBytes   985 Kbits/sec  0.186 ms  2910/2995 (97%)  
[  6]  93.00-94.00  sec   120 KBytes   985 Kbits/sec  0.171 ms  1387/1472 (94%)  
[  6]  94.00-95.00  sec   119 KBytes   973 Kbits/sec  0.193 ms  1372/1456 (94%)  
[  6]  95.00-96.00  sec   120 KBytes   983 Kbits/sec  0.237 ms  1389/1474 (94%)  
[  6]  96.00-97.00  sec   120 KBytes   986 Kbits/sec  0.228 ms  1385/1470 (94%)  
[  6]  97.00-98.00  sec   119 KBytes   973 Kbits/sec  1.290 ms  1375/1459 (94%)  
[  6]  98.00-99.00  sec   120 KBytes   985 Kbits/sec  0.334 ms  1385/1470 (94%)  
[  6]  99.00-100.00 sec   120 KBytes   984 Kbits/sec  0.202 ms  1390/1475 (94%)  
[  6] 100.00-101.00 sec   120 KBytes   985 Kbits/sec  0.376 ms  1387/1472 (94%)  
[  6] 101.00-102.00 sec   119 KBytes   973 Kbits/sec  0.204 ms  1371/1455 (94%)  
[  6] 102.00-103.00 sec   120 KBytes   985 Kbits/sec  0.515 ms  1389/1474 (94%)  
[  6] 103.00-104.00 sec   120 KBytes   985 Kbits/sec  0.184 ms  1387/1472 (94%)  
[  6] 104.00-105.00 sec  62.2 KBytes   510 Kbits/sec  0.330 ms  709/753 (94%)  
[  6] 105.00-106.00 sec  0.00 Bytes  0.00 bits/sec  0.330 ms  0/0 (0%)  
[  6] 106.00-107.00 sec   109 KBytes   893 Kbits/sec  0.515 ms  1610/1687 (95%)  
[  6] 107.00-108.00 sec   119 KBytes   973 Kbits/sec  0.338 ms  2665/2749 (97%)  
[  6] 108.00-109.00 sec  52.3 KBytes   428 Kbits/sec  0.176 ms  1270/1307 (97%)  
[  6] 109.00-110.00 sec  0.00 Bytes  0.00 bits/sec  0.176 ms  0/0 (0%)  
[  6] 110.00-111.00 sec  0.00 Bytes  0.00 bits/sec  0.176 ms  0/0 (0%)  
[  6] 111.00-112.00 sec  0.00 Bytes  0.00 bits/sec  0.176 ms  0/0 (0%)  
[  6] 112.00-113.00 sec  0.00 Bytes  0.00 bits/sec  0.176 ms  0/0 (0%)  
[  6] 113.00-114.00 sec  0.00 Bytes  0.00 bits/sec  0.176 ms  0/0 (0%)  
[  6] 114.00-115.00 sec  87.7 KBytes   719 Kbits/sec  0.366 ms  909/971 (94%)  
[  6] 115.00-116.00 sec   120 KBytes   984 Kbits/sec  0.646 ms  2174/2259 (96%)  
[  6] 116.00-117.00 sec   120 KBytes   985 Kbits/sec  0.217 ms  2459/2544 (97%)  
[  6] 117.00-118.00 sec   120 KBytes   985 Kbits/sec  0.289 ms  2504/2589 (97%)  
[  6] 118.00-119.00 sec   119 KBytes   973 Kbits/sec  0.538 ms  7060/7144 (99%)  
[  6] 119.00-120.00 sec   120 KBytes   985 Kbits/sec  0.130 ms  1389/1474 (94%)  
[  6] 120.00-121.00 sec   120 KBytes   985 Kbits/sec  0.311 ms  1387/1472 (94%)  
[  6] 121.00-122.00 sec   119 KBytes   973 Kbits/sec  0.155 ms  1372/1456 (94%)  
[  6] 122.00-123.00 sec   120 KBytes   985 Kbits/sec  0.376 ms  1389/1474 (94%)  
[  6] 123.00-124.00 sec   120 KBytes   984 Kbits/sec  0.169 ms  1384/1469 (94%)  
[  6] 124.00-125.00 sec   119 KBytes   973 Kbits/sec  0.285 ms  1374/1458 (94%)  
[  6] 125.00-126.00 sec   120 KBytes   984 Kbits/sec  1.176 ms  1386/1471 (94%)  
[  6] 126.00-127.00 sec   120 KBytes   984 Kbits/sec  0.249 ms  1391/1476 (94%)  
[  6] 127.00-128.00 sec   119 KBytes   974 Kbits/sec  1.394 ms  1369/1453 (94%)  
[  6] 128.00-129.00 sec   120 KBytes   985 Kbits/sec  0.410 ms  1391/1476 (94%)  
[  6] 129.00-130.00 sec   120 KBytes   985 Kbits/sec  0.486 ms  1388/1473 (94%)  
[  6] 130.00-131.00 sec   119 KBytes   973 Kbits/sec  1.073 ms  1370/1454 (94%)  
[  6] 131.00-132.00 sec   120 KBytes   985 Kbits/sec  0.281 ms  1388/1473 (94%)  
[  6] 132.00-133.00 sec   120 KBytes   985 Kbits/sec  0.477 ms  1388/1473 (94%)  
[  6] 133.00-134.00 sec  19.8 KBytes   162 Kbits/sec  0.334 ms  229/243 (94%)  
[  6] 134.00-135.00 sec  50.9 KBytes   418 Kbits/sec  0.133 ms  696/732 (95%)  
[  6] 135.00-136.00 sec   117 KBytes   962 Kbits/sec  0.674 ms  2652/2735 (97%)  
[  6] 136.00-137.00 sec  66.5 KBytes   544 Kbits/sec  0.746 ms  1414/1461 (97%)  
[  6] 137.00-138.00 sec  0.00 Bytes  0.00 bits/sec  0.746 ms  0/0 (0%)  
[  6] 138.00-139.00 sec   109 KBytes   892 Kbits/sec  0.145 ms  1753/1830 (96%)  
[  6] 139.00-140.00 sec   120 KBytes   985 Kbits/sec  0.149 ms  2808/2893 (97%)  
[  6] 140.00-141.00 sec  32.5 KBytes   266 Kbits/sec  0.131 ms  738/761 (97%)  
[  6] 141.00-142.00 sec  0.00 Bytes  0.00 bits/sec  0.131 ms  0/0 (0%)  
[  6] 142.00-143.00 sec  0.00 Bytes  0.00 bits/sec  0.131 ms  0/0 (0%)  
[  6] 143.00-144.00 sec   127 KBytes  1.04 Mbits/sec  0.127 ms  2273/2363 (96%)  
[  6] 144.00-145.00 sec   120 KBytes   985 Kbits/sec  0.366 ms  2817/2902 (97%)  
[  6] 145.00-146.00 sec   120 KBytes   985 Kbits/sec  2.224 ms  2992/3077 (97%)  
[  6] 146.00-147.00 sec  41.0 KBytes   336 Kbits/sec  1.271 ms  541/570 (95%)  
[  6] 147.00-148.00 sec   130 KBytes  1.07 Mbits/sec  3.632 ms  2238/2330 (96%)  
[  6] 148.00-149.00 sec  39.6 KBytes   323 Kbits/sec  0.752 ms  569/597 (95%)  
[  6] 149.00-150.00 sec  0.00 Bytes  0.00 bits/sec  0.752 ms  0/0 (0%)  
[  6] 150.00-151.00 sec   109 KBytes   893 Kbits/sec  1.055 ms  1940/2017 (96%)  
[  6] 151.00-152.00 sec   120 KBytes   984 Kbits/sec  0.333 ms  2757/2842 (97%)  
[  6] 152.00-153.00 sec  46.7 KBytes   382 Kbits/sec  0.261 ms  1064/1097 (97%)  
[  6] 153.00-154.00 sec  0.00 Bytes  0.00 bits/sec  0.261 ms  0/0 (0%)  
[  6] 154.00-155.00 sec  0.00 Bytes  0.00 bits/sec  0.261 ms  0/0 (0%)  
[  6] 155.00-156.00 sec  0.00 Bytes  0.00 bits/sec  0.261 ms  0/0 (0%)  
[  6] 156.00-157.00 sec  15.6 KBytes   127 Kbits/sec  0.215 ms  41/52 (79%)  
[  6] 157.00-158.00 sec   120 KBytes   985 Kbits/sec  0.922 ms  1803/1888 (95%)  
[  6] 158.00-159.00 sec   120 KBytes   985 Kbits/sec  0.410 ms  2561/2646 (97%)  
[  6] 159.00-160.00 sec   119 KBytes   973 Kbits/sec  0.108 ms  2538/2622 (97%)  
[  6] 160.00-161.00 sec   119 KBytes   973 Kbits/sec  0.272 ms  2709/2793 (97%)  
[  6] 161.00-162.00 sec   122 KBytes   997 Kbits/sec  0.139 ms  2990/3076 (97%)  
[  6] 162.00-163.00 sec  79.2 KBytes   648 Kbits/sec  1.551 ms  1938/1994 (97%)  
[  6] 163.00-164.00 sec  29.7 KBytes   243 Kbits/sec  0.692 ms  242/263 (92%)  
[  6] 164.00-165.00 sec   120 KBytes   985 Kbits/sec  0.554 ms  2663/2748 (97%)  
[  6] 165.00-166.00 sec  80.6 KBytes   660 Kbits/sec  3.491 ms  1835/1892 (97%)  
[  6] 166.00-167.00 sec  62.2 KBytes   510 Kbits/sec  0.517 ms  713/757 (94%)  
[  6] 167.00-168.00 sec  74.9 KBytes   614 Kbits/sec  1.087 ms  1812/1865 (97%)  
[  6] 168.00-169.00 sec  87.7 KBytes   717 Kbits/sec  0.330 ms  1439/1501 (96%)  
[  6] 169.00-170.00 sec  69.3 KBytes   568 Kbits/sec  0.215 ms  1165/1214 (96%)  
[  6] 170.00-171.00 sec  66.5 KBytes   544 Kbits/sec  0.164 ms  1296/1343 (97%)  
[  6] 171.00-172.00 sec  77.8 KBytes   637 Kbits/sec  0.360 ms  1235/1290 (96%)  
[  6] 172.00-173.00 sec  80.6 KBytes   660 Kbits/sec  0.402 ms  1701/1758 (97%)  
[  6] 173.00-174.00 sec  86.3 KBytes   705 Kbits/sec  0.206 ms  1582/1643 (96%)  
[  6] 174.00-175.00 sec  94.7 KBytes   778 Kbits/sec  0.121 ms  1731/1798 (96%)  
[  6] 175.00-176.00 sec  72.1 KBytes   591 Kbits/sec  0.204 ms  1246/1297 (96%)  
[  6] 176.00-177.00 sec  46.7 KBytes   382 Kbits/sec  0.147 ms  611/644 (95%)  
[  6] 177.00-178.00 sec   119 KBytes   973 Kbits/sec  0.713 ms  2419/2503 (97%)  
[  6] 178.00-179.00 sec  43.8 KBytes   358 Kbits/sec  0.270 ms  712/743 (96%)  
[  6] 179.00-180.00 sec  0.00 Bytes  0.00 bits/sec  0.270 ms  0/0 (0%)  
[  6] 180.00-181.00 sec  0.00 Bytes  0.00 bits/sec  0.270 ms  0/0 (0%)  
[  6] 181.00-182.00 sec  66.5 KBytes   545 Kbits/sec  0.136 ms  719/766 (94%)  
[  6] 182.00-183.00 sec   119 KBytes   973 Kbits/sec  0.283 ms  2413/2497 (97%)  
[  6] 183.00-184.00 sec   120 KBytes   985 Kbits/sec  0.142 ms  2651/2736 (97%)  
[  6] 184.00-185.00 sec   120 KBytes   985 Kbits/sec  0.193 ms  2871/2956 (97%)  
[  6] 185.00-186.00 sec  42.4 KBytes   347 Kbits/sec  0.231 ms  1068/1098 (97%)  
[  6] 186.00-187.00 sec  0.00 Bytes  0.00 bits/sec  0.231 ms  0/0 (0%)  
[  6] 187.00-188.00 sec  65.0 KBytes   533 Kbits/sec  0.292 ms  736/782 (94%)  
[  6] 188.00-189.00 sec   120 KBytes   985 Kbits/sec  0.127 ms  2627/2712 (97%)  
[  6] 189.00-190.00 sec   120 KBytes   985 Kbits/sec  0.217 ms  2694/2779 (97%)  
[  6] 190.00-191.00 sec  42.4 KBytes   347 Kbits/sec  0.391 ms  1037/1067 (97%)  
[  6] 191.00-192.00 sec  0.00 Bytes  0.00 bits/sec  0.391 ms  0/0 (0%)  
[  6] 192.00-193.00 sec  0.00 Bytes  0.00 bits/sec  0.391 ms  0/0 (0%)  
[  6] 193.00-194.00 sec  0.00 Bytes  0.00 bits/sec  0.391 ms  0/0 (0%)  
[  6] 194.00-195.00 sec  0.00 Bytes  0.00 bits/sec  0.391 ms  0/0 (0%)  
[  6] 195.00-196.00 sec  0.00 Bytes  0.00 bits/sec  0.391 ms  0/0 (0%)  
[  6] 196.00-197.00 sec  0.00 Bytes  0.00 bits/sec  0.391 ms  0/0 (0%)  
[  6] 197.00-198.00 sec   105 KBytes   858 Kbits/sec  0.711 ms  1223/1297 (94%)  
[  6] 198.00-199.00 sec   119 KBytes   973 Kbits/sec  0.200 ms  2147/2231 (96%)  
[  6] 199.00-200.00 sec   120 KBytes   984 Kbits/sec  0.108 ms  2587/2672 (97%)  
[  6] 200.00-201.00 sec   120 KBytes   985 Kbits/sec  0.390 ms  2424/2509 (97%)  
[  6] 201.00-202.00 sec   119 KBytes   973 Kbits/sec  0.239 ms  2501/2585 (97%)  
[  6] 202.00-203.00 sec   120 KBytes   985 Kbits/sec  1.321 ms  2648/2733 (97%)  
[  6] 203.00-204.00 sec   120 KBytes   985 Kbits/sec  0.159 ms  2999/3084 (97%)  
[  6] 204.00-205.00 sec   119 KBytes   973 Kbits/sec  0.181 ms  3003/3087 (97%)  
[  6] 205.00-206.00 sec   106 KBytes   869 Kbits/sec  0.205 ms  2505/2580 (97%)  
[  6] 206.00-207.00 sec  0.00 Bytes  0.00 bits/sec  0.205 ms  0/0 (0%)  
[  6] 207.00-208.00 sec  0.00 Bytes  0.00 bits/sec  0.205 ms  0/0 (0%)  
[  6] 208.00-209.00 sec  99.0 KBytes   813 Kbits/sec  0.214 ms  1413/1483 (95%)  
[  6] 209.00-210.00 sec   120 KBytes   985 Kbits/sec  0.345 ms  2656/2741 (97%)  
[  6] 210.00-211.00 sec   119 KBytes   973 Kbits/sec  1.196 ms  2910/2994 (97%)  
[  6] 211.00-212.00 sec  29.7 KBytes   243 Kbits/sec  0.635 ms  627/648 (97%)  
[  6] 212.00-213.00 sec  0.00 Bytes  0.00 bits/sec  0.635 ms  0/0 (0%)  
[  6] 213.00-214.00 sec  0.00 Bytes  0.00 bits/sec  0.635 ms  0/0 (0%)  
[  6] 214.00-215.00 sec  0.00 Bytes  0.00 bits/sec  0.635 ms  0/0 (0%)  
[  6] 215.00-216.00 sec  0.00 Bytes  0.00 bits/sec  0.635 ms  0/0 (0%)  
[  6] 216.00-217.00 sec  0.00 Bytes  0.00 bits/sec  0.635 ms  0/0 (0%)  
[  6] 217.00-218.00 sec   105 KBytes   857 Kbits/sec  1.441 ms  1163/1237 (94%)  
[  6] 218.00-219.00 sec   119 KBytes   972 Kbits/sec  0.136 ms  2340/2424 (97%)  
[  6] 219.00-220.00 sec   120 KBytes   985 Kbits/sec  0.131 ms  2769/2854 (97%)  
[  6] 220.00-221.00 sec   120 KBytes   985 Kbits/sec  0.544 ms  2524/2609 (97%)  
[  6] 221.00-222.00 sec   119 KBytes   973 Kbits/sec  0.333 ms  2450/2534 (97%)  
[  6] 222.00-223.00 sec   120 KBytes   985 Kbits/sec  1.092 ms  2977/3062 (97%)  
[  6] 223.00-224.00 sec  77.8 KBytes   636 Kbits/sec  0.268 ms  3439/3494 (98%)  
[  6] 224.00-225.00 sec  0.00 Bytes  0.00 bits/sec  0.268 ms  0/0 (0%)  
[  6] 225.00-226.00 sec  0.00 Bytes  0.00 bits/sec  0.268 ms  0/0 (0%)  
[  6] 226.00-227.00 sec  41.0 KBytes   336 Kbits/sec  0.312 ms  307/336 (91%)  
[  6] 227.00-228.00 sec   120 KBytes   985 Kbits/sec  0.700 ms  2277/2362 (96%)  
[  6] 228.00-229.00 sec   120 KBytes   984 Kbits/sec  0.133 ms  3097/3182 (97%)  
[  6] 229.00-230.00 sec   119 KBytes   974 Kbits/sec  0.291 ms  2905/2989 (97%)  
[  6] 230.00-231.00 sec  31.1 KBytes   255 Kbits/sec  0.161 ms  796/818 (97%)  
[  6] 231.00-232.00 sec  0.00 Bytes  0.00 bits/sec  0.161 ms  0/0 (0%)  
[  6] 232.00-233.00 sec  0.00 Bytes  0.00 bits/sec  0.161 ms  0/0 (0%)  
[  6] 233.00-234.00 sec  0.00 Bytes  0.00 bits/sec  0.161 ms  0/0 (0%)  
[  6] 234.00-235.00 sec  89.1 KBytes   730 Kbits/sec  0.313 ms  984/1047 (94%)  
[  6] 235.00-236.00 sec   119 KBytes   973 Kbits/sec  1.015 ms  2544/2628 (97%)  
[  6] 236.00-237.00 sec   120 KBytes   985 Kbits/sec  0.172 ms  2476/2561 (97%)  
[  6] 237.00-238.00 sec   120 KBytes   985 Kbits/sec  0.278 ms  2693/2778 (97%)  
[  6] 238.00-239.00 sec   120 KBytes   984 Kbits/sec  0.191 ms  2957/3042 (97%)  
[  6] 239.00-240.00 sec  58.0 KBytes   475 Kbits/sec  0.197 ms  1448/1489 (97%)  
[  6] 240.00-241.00 sec  0.00 Bytes  0.00 bits/sec  0.197 ms  0/0 (0%)  
[  6] 241.00-242.00 sec  0.00 Bytes  0.00 bits/sec  0.197 ms  0/0 (0%)  
[  6] 242.00-243.00 sec  80.6 KBytes   662 Kbits/sec  1.479 ms  857/914 (94%)  
[  6] 243.00-244.00 sec   120 KBytes   985 Kbits/sec  1.134 ms  2439/2524 (97%)  
[  6] 244.00-245.00 sec   119 KBytes   973 Kbits/sec  0.131 ms  2626/2710 (97%)  
[  6] 245.00-246.00 sec   120 KBytes   984 Kbits/sec  0.508 ms  2976/3061 (97%)  
[  6] 246.00-247.00 sec  29.7 KBytes   243 Kbits/sec  0.601 ms  697/718 (97%)  
[  6] 247.00-248.00 sec  0.00 Bytes  0.00 bits/sec  0.601 ms  0/0 (0%)  
[  6] 248.00-249.00 sec  91.9 KBytes   755 Kbits/sec  0.151 ms  1255/1320 (95%)  
[  6] 249.00-250.00 sec   119 KBytes   973 Kbits/sec  0.131 ms  2519/2603 (97%)  
[  6] 250.00-251.00 sec   120 KBytes   985 Kbits/sec  1.712 ms  2962/3047 (97%)  
[  6] 251.00-252.00 sec  2.83 KBytes  23.1 Kbits/sec  2.245 ms  38/40 (95%)  
[  6] 252.00-253.00 sec  17.0 KBytes   139 Kbits/sec  1.193 ms  54/66 (82%)  
[  6] 253.00-254.00 sec   120 KBytes   985 Kbits/sec  0.190 ms  2146/2231 (96%)  
[  6] 254.00-255.00 sec   119 KBytes   973 Kbits/sec  0.212 ms  2602/2686 (97%)  
[  6] 255.00-256.00 sec  65.0 KBytes   533 Kbits/sec  0.155 ms  1595/1641 (97%)  
[  6] 256.00-257.00 sec  0.00 Bytes  0.00 bits/sec  0.155 ms  0/0 (0%)  
[  6] 257.00-258.00 sec   122 KBytes   997 Kbits/sec  0.655 ms  2250/2336 (96%)  
[  6] 258.00-259.00 sec   115 KBytes   938 Kbits/sec  0.176 ms  2482/2563 (97%)  
[  6] 259.00-260.00 sec  25.5 KBytes   208 Kbits/sec  0.246 ms  479/497 (96%)  
[  6] 260.00-261.00 sec  0.00 Bytes  0.00 bits/sec  0.246 ms  0/0 (0%)  
[  6] 261.00-262.00 sec  0.00 Bytes  0.00 bits/sec  0.246 ms  0/0 (0%)  
[  6] 262.00-263.00 sec  0.00 Bytes  0.00 bits/sec  0.246 ms  0/0 (0%)  
[  6] 263.00-264.00 sec  94.7 KBytes   777 Kbits/sec  0.201 ms  1484/1551 (96%)  
[  6] 264.00-265.00 sec   120 KBytes   985 Kbits/sec  0.158 ms  2381/2466 (97%)  
[  6] 265.00-266.00 sec   120 KBytes   985 Kbits/sec  1.498 ms  3342/3427 (98%)  
[  6] 266.00-267.00 sec   119 KBytes   973 Kbits/sec  0.187 ms  2867/2951 (97%)  
[  6] 267.00-268.00 sec  77.8 KBytes   637 Kbits/sec  0.133 ms  1923/1978 (97%)  
[  6] 268.00-269.00 sec  83.4 KBytes   684 Kbits/sec  0.116 ms  1574/1633 (96%)  
[  6] 269.00-270.00 sec   120 KBytes   985 Kbits/sec  0.274 ms  1745/1830 (95%)  
[  6] 270.00-271.00 sec   120 KBytes   985 Kbits/sec  0.827 ms  1386/1471 (94%)  
[  6] 271.00-272.00 sec   119 KBytes   973 Kbits/sec  0.286 ms  1372/1456 (94%)  
[  6] 272.00-273.00 sec   120 KBytes   985 Kbits/sec  0.680 ms  1389/1474 (94%)  
[  6] 273.00-274.00 sec   120 KBytes   985 Kbits/sec  0.137 ms  1388/1473 (94%)  
[  6] 274.00-275.00 sec   119 KBytes   973 Kbits/sec  0.158 ms  1371/1455 (94%)  
[  6] 275.00-276.00 sec   120 KBytes   984 Kbits/sec  0.439 ms  1387/1472 (94%)  
[  6] 276.00-277.00 sec   120 KBytes   985 Kbits/sec  0.177 ms  1389/1474 (94%)  
[  6] 277.00-278.00 sec   119 KBytes   973 Kbits/sec  2.251 ms  1372/1456 (94%)  
[  6] 278.00-279.00 sec   120 KBytes   985 Kbits/sec  0.185 ms  1387/1472 (94%)  
[  6] 279.00-280.00 sec   120 KBytes   984 Kbits/sec  0.214 ms  1387/1472 (94%)  
[  6] 280.00-281.00 sec   119 KBytes   973 Kbits/sec  0.547 ms  1373/1457 (94%)  
[  6] 281.00-282.00 sec   120 KBytes   984 Kbits/sec  0.229 ms  1389/1474 (94%)  
[  6] 282.00-283.00 sec   120 KBytes   985 Kbits/sec  0.872 ms  1386/1471 (94%)  
[  6] 283.00-284.00 sec   119 KBytes   973 Kbits/sec  0.177 ms  1372/1456 (94%)  
[  6] 284.00-285.00 sec   120 KBytes   984 Kbits/sec  0.225 ms  1389/1474 (94%)  
